actual,50.0
mae,11.516616821289062
mape,23.033233642578125
predicted,61.51661682128906
actual,45.0
mae,18.438880920410156
mape,40.97529093424479
predicted,63.438880920410156
actual,44.0
mae,19.389862060546875
mape,44.06786831942471
predicted,63.389862060546875
actual,39.0
mae,23.578937530517578
mape,60.4588141808143
predicted,62.57893753051758
actual,34.0
mae,31.37134552001953
mape,92.26866329417508
predicted,65.37134552001953
actual,34.0
mae,32.01850128173828
mape,94.17206259334789
predicted,66.01850128173828
actual,45.0
mae,20.043670654296875
mape,44.54149034288194
predicted,65.04367065429688
actual,50.0
mae,13.19931411743164
mape,26.39862823486328
predicted,63.19931411743164
actual,49.0
mae,13.761943817138672
mape,28.085599626813618
predicted,62.76194381713867
actual,46.0
mae,17.218219757080078
mape,37.430912515391476
predicted,63.21821975708008
actual,47.0
mae,14.940147399902344
mape,31.787547659366687
predicted,61.940147399902344
actual,51.0
mae,12.92000961303711
mape,25.333352182425706
predicted,63.92000961303711
actual,52.0
mae,8.26004409790039
mape,15.884700188269981
predicted,60.26004409790039
actual,54.999996185302734
mae,4.111347198486328
mape,7.475177242984928
predicted,59.11134338378906
actual,58.000003814697266
mae,0.9154586791992188
mape,1.5783769292912364
predicted,58.915462493896484
actual,56.0
mae,2.7512588500976562
mape,4.912962232317243
predicted,58.751258850097656
actual,51.0
mae,10.147865295410156
mape,19.89777508903952
predicted,61.147865295410156
actual,54.0
mae,8.866207122802734
mape,16.41890207926432
predicted,62.866207122802734
actual,54.999996185302734
mae,9.057758331298828
mape,16.468652653687403
predicted,64.05775451660156
actual,54.0
mae,4.8658599853515625
mape,9.010851824725115
predicted,58.86585998535156
actual,59.999996185302734
mae,2.0975418090820312
mape,3.4959032374002605
predicted,62.097537994384766
actual,61.0
mae,1.8058815002441406
mape,2.9604614758100665
predicted,62.80588150024414
actual,51.0
mae,9.965003967285156
mape,19.539223465265014
predicted,60.965003967285156
actual,50.0
mae,12.423759460449219
mape,24.847518920898438
predicted,62.42375946044922
actual,50.0
mae,9.822467803955078
mape,19.644935607910156
predicted,59.82246780395508
actual,53.0
mae,7.334953308105469
mape,13.839534543595224
predicted,60.33495330810547
